rental_price,sq_mtrs,Bedrooms,Bathrooms,constituency
80000,3.0,3.0,2.0, Westlands
80000,4.0,4.0,3.0, Kiambaa
80000,3.0,3.0,2.0, Dagoretti North
80000,2024.0,3.0,2.0, Dagoretti North
80000,2.0,2.0,2.0, Dagoretti North
80000,2.0,2.0,2.0, Dagoretti North
80000,2.0,2.0,2.0, Dagoretti North
80000,3.0,3.0,2.0, Dagoretti North
80000,3.0,3.0,2.0, Dagoretti North
80000,2.0,2.0,2.0, Dagoretti North
80000,2.0,2.0,2.0, Dagoretti North
80000,2.0,2.0,2.0, Dagoretti North
80000,3.0,3.0,3.0, Westlands
80000,114.0,2.0,2.0, Dagoretti North
80000,3.0,3.0,4.0, Dagoretti North
80000,3.0,3.0,4.0, Dagoretti North
80000,2.0,2.0,, Ngong Road
80000,3.0,3.0,2.0, Dagoretti North
80000,3.0,3.0,3.0, Dagoretti North
80000,2.0,2.0,3.0, Dagoretti North
80000,4.0,4.0,, Dagoretti North
80000,2.0,2.0,2.0, Westlands
80000,120.0,2.0,, Dagoretti North
80000,120.0,2.0,, Dagoretti North
80000,3.0,3.0,2.0, Westlands
80000,3.0,3.0,3.0, Dagoretti North
80000,3.0,3.0,3.0, Dagoretti North
83000,3.0,3.0,4.0, Dagoretti North
85000,2.0,2.0,2.0, Westlands
85000,3.0,3.0,2.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,1.0,1.0,1.0, Dagoretti North
85000,1.0,1.0,1.0, Dagoretti North
85000,1.0,1.0,1.0, Westlands
85000,3.0,3.0,3.0, Dagoretti North
85000,1.0,1.0,1.0, Dagoretti North
85000,3.0,3.0,2.0, Dagoretti North
85000,2.0,2.0,2.0, Westlands
85000,3.0,3.0,3.0, Dagoretti North
85000,3.0,3.0,4.0, Dagoretti North
85000,2.0,2.0,1.0, Westlands
85000,2.0,2.0,2.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,3.0,3.0,2.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,3.0,3.0,2.0, Dagoretti North
85000,21780.0,4.0,4.0, Westlands
85000,2.0,2.0,2.0, Dagoretti North
85000,2024.0,3.0,3.0, Dagoretti North
85000,3.0,3.0,4.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,3.0,3.0,2.0, Dagoretti North
85000,4.0,4.0,, Thika Road
85000,3.0,3.0,3.0, Dagoretti North
85000,2.0,2.0,3.0, Dagoretti North
85000,2.0,2.0,2.0, Westlands
85000,2.0,2.0,3.0, Dagoretti North
85000,130.0,3.0,4.0, Dagoretti North
85000,3.0,3.0,3.0, Dagoretti North
85000,3.0,3.0,, Westlands
85000,186.0,3.0,3.0, Dagoretti North
85000,3.0,3.0,2.0, Dagoretti North
85000,3.0,3.0,3.0, Dagoretti North
85000,2.0,2.0,2.0, Westlands
85000,3.0,3.0,2.0, Dagoretti North
85000,3.0,3.0,4.0, Westlands
85000,2.0,2.0,2.0, Westlands
85000,4.0,4.0,4.0, Dagoretti North
85000,21780.0,3.0,3.0, Westlands
85000,100.0,3.0,2.0, Dagoretti North
85000,2023.0,3.0,3.0, Dagoretti North
85000,3.0,3.0,, Dagoretti North
85000,3.0,3.0,4.0, Dagoretti North
85000,1.0,1.0,, Dagoretti North
85000,3.0,3.0,3.0, Westlands
85000,3.0,3.0,5.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,3.0,3.0,3.0, Dagoretti North
85000,186.0,3.0,3.0, Westlands
85000,3.0,3.0,3.0, Muthaiga
85000,3.0,3.0,3.0, Dagoretti North
85000,23.0,3.0,4.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,3.0,3.0,2.0, Westlands
85000,1.0,1.0,2.0, Westlands
85000,2.0,2.0,3.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,2.0,2.0,3.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,162.0,4.0,4.0, Thika Road
85000,1.0,1.0,1.0, Westlands
85000,125.0,3.0,2.0, Dagoretti North
85000,3.0,3.0,2.0, Dagoretti North
85000,3.0,3.0,4.0, Dagoretti North
85000,2.0,2.0,2.0, Dagoretti North
85000,2.0,2.0,3.0, Westlands
85000,2024.0,3.0,3.0, Dagoretti North
85000,3.0,3.0,, Dagoretti North
85000,2.0,2.0,2.0, Kiambu Road
85000,2.0,2.0,2.0, Dagoretti North
85000,3.0,3.0,3.0, Dagoretti North
85000,150.0,3.0,3.0, Westlands
86000,3.0,3.0,2.0, Dagoretti North
86000,3.0,3.0,3.0, Dagoretti North
87000,3.0,3.0,, Westlands
87000,2.0,2.0,2.0, Westlands
88000,2500.0,3.0,4.0, Nyali
88000,2645.0,3.0,4.0, Nyali
88000,160.0,3.0,3.0, Dagoretti North
88000,2500.0,3.0,4.0, Nyali
89000,3.0,3.0,1.0, Westlands
89996,120.0,2.0,1.0, Westlands
90000,1.0,1.0,1.0, Dagoretti North
90000,1.0,1.0,, Dagoretti North
90000,4047.0,1.0,1.0, Dagoretti North
90000,186.0,3.0,3.0, Westlands
90000,186.0,3.0,3.0, Westlands
90000,3.0,3.0,4.0, Dagoretti North
90000,140.0,3.0,4.0, Dagoretti North
90000,297.0,3.0,4.0, Dagoretti North
90000,13.0,2.0,2.0, Westlands
90000,250.0,3.0,3.0, Westlands
90000,2.0,2.0,3.0, Dagoretti North
90000,3.0,3.0,2.0, Dagoretti North
90000,2.0,2.0,, Westlands
90000,3.0,3.0,, Dagoretti North
90000,3.0,3.0,, Dagoretti North
90000,2.0,2.0,2.0, Westlands
90000,3.0,3.0,3.0, Dagoretti North
90000,2.0,2.0,2.0, Dagoretti North
90000,2.0,2.0,2.0, Dagoretti North
90000,3.0,3.0,3.0, Westlands
90000,2.0,2.0,2.0, Westlands
90000,1400.0,2.0,3.0, Dagoretti North
90000,2.0,2.0,2.0, Nyali
90000,3.0,3.0,, Dagoretti North
90000,3.0,3.0,, Dagoretti North
90000,2500.0,3.0,3.0, Westlands
90000,3.0,3.0,, Dagoretti North
90000,2.0,2.0,2.0, Westlands
90000,2.0,2.0,, Kiambu Road
90000,4.0,4.0,4.0, Westlands
90000,1.0,1.0,, Westlands
90000,2.0,2.0,2.0, Westlands
90000,3.0,3.0,, Westlands
90000,3.0,3.0,4.0, Dagoretti North
90000,3.0,3.0,4.0, Dagoretti North
90000,2.0,2.0,2.0, Dagoretti North
90000,3.0,3.0,2.0, Dagoretti North
90000,3.0,3.0,2.0, Westlands
90000,1.0,1.0,, Westlands
90000,3.0,3.0,3.0, Dagoretti North
90000,3.0,3.0,2.0, Kiambaa
90000,3.0,3.0,3.0, Westlands
90000,3.0,3.0,3.0, Westlands
90000,200.0,3.0,, Dagoretti North
90000,3.0,3.0,2.0, Westlands
90000,3.0,3.0,2.0, Westlands
90000,105.0,2.0,2.0, Dagoretti North
90000,186.0,3.0,3.0, Westlands
90000,1.0,1.0,1.0, Dagoretti North
90000,130.0,2.0,3.0, Dagoretti North
90000,3.0,3.0,3.0, Milimani
90000,3.0,3.0,2.0, Dagoretti North
90000,3.0,3.0,2.0, Dagoretti North
90000,140.0,2.0,3.0, Westlands
90000,1.0,1.0,, Westlands
90000,3.0,3.0,4.0, Dagoretti North
90000,250.0,3.0,3.0, Dagoretti North
90000,232.0,3.0,2.0, Dagoretti North
90000,110.0,2.0,2.0, Dagoretti North
90000,3.0,3.0,3.0, Dagoretti North
90000,3.0,3.0,3.0, Westlands
90000,3.0,3.0,2.0, Dagoretti North
90000,3.0,3.0,3.0, Langata
90000,3.0,3.0,, Dagoretti North
90000,250.0,3.0,3.0, Dagoretti North
90000,3.0,3.0,3.0, Dagoretti North
90000,3.0,3.0,4.0, Ngong Road
90000,3.0,3.0,2.0, Dagoretti North
90000,3.0,3.0,2.0, Dagoretti North
90000,3.0,3.0,2.0, Dagoretti North
90000,2.0,2.0,2.0, Westlands
90000,3.0,3.0,3.0, Ngong Road
90000,1.0,1.0,, Westlands
90000,9.0,1.0,2.0, Westlands
90000,9.0,1.0,2.0, Westlands
90000,1400.0,2.0,3.0, Nyali
90000,3.0,3.0,2.0, Westlands
90000,2.0,2.0,3.0, Dagoretti North
90000,3.0,3.0,3.0, Westlands
90000,3.0,3.0,3.0, Dagoretti North
90000,3.0,3.0,, Dagoretti North
90000,3.0,3.0,5.0, Dagoretti North
90000,3.0,3.0,3.0, Dagoretti North
90000,3.0,3.0,3.0, Dagoretti North
90000,2.0,2.0,2.0, Dagoretti North
90000,94.0,2.0,3.0, Dagoretti North
90000,2.0,2.0,2.0, Dagoretti North
90000,3.0,3.0,, Dagoretti North
90000,2.0,2.0,, Dagoretti North
90000,3.0,3.0,3.0, Dagoretti North
90000,3.0,3.0,3.0, Dagoretti North
90000,3.0,3.0,3.0, Dagoretti North
90000,220.0,3.0,3.0, Dagoretti North
90000,11.0,3.0,2.0, Westlands
90000,1.0,1.0,1.0, Westlands
90000,4.0,4.0,5.0, Dagoretti North
90000,150.0,2.0,2.0, Dagoretti North
90000,1.0,1.0,, Dagoretti North
90000,1.0,1.0,1.0, Westlands
90000,2.0,2.0,2.0, Dagoretti North
90000,167.0,3.0,, Westlands
90000,3.0,3.0,3.0, Dagoretti North
90000,3.0,3.0,3.0, Westlands
90000,3.0,3.0,4.0, Dagoretti North
90000,4.0,4.0,5.0, Dagoretti North
90000,3.0,3.0,3.0, Dagoretti North
90000,4.0,4.0,4.0, Dagoretti North
90000,2.0,2.0,2.0, Dagoretti North
95000,185.0,3.0,3.0, Westlands
95000,2.0,2.0,2.0, Westlands
95000,156.0,3.0,3.0, Dagoretti North
95000,7.0,1.0,1.0, Westlands
95000,149.0,2.0,2.0, Dagoretti North
95000,4.0,4.0,4.0, Dagoretti North
95000,2.0,2.0,, Westlands
95000,2.0,2.0,, Dagoretti North
95000,3.0,3.0,, Dagoretti North
95000,3.0,3.0,, Dagoretti North
95000,3.0,3.0,2.0, Dagoretti North
95000,3.0,3.0,3.0, Dagoretti North
95000,3.0,3.0,3.0, Dagoretti North
95000,2.0,2.0,2.0, Westlands
95000,2.0,2.0,2.0, Westlands
95000,2.0,2.0,2.0, Dagoretti North
95000,2.0,2.0,2.0, Westlands
95000,186.0,3.0,2.0, Dagoretti North
95000,2.0,2.0,2.0, Dagoretti North
95000,2.0,2.0,, Westlands
95000,2.0,2.0,2.0, Dagoretti North
95000,7.0,1.0,1.0, Westlands
95000,8.0,1.0,1.0, Westlands
95000,3.0,3.0,4.0, Dagoretti North
95000,3.0,3.0,2.0, Dagoretti North
95000,3.0,3.0,2.0, Dagoretti North
95000,3.0,3.0,2.0, Dagoretti North
95000,1.0,1.0,1.0, Kiambu Road
95000,3.0,3.0,3.0, Dagoretti North
95000,1.0,1.0,1.0, Westlands
95000,3.0,3.0,, Dagoretti North
95000,3.0,3.0,2.0, Westlands
95000,95.0,2.0,2.0, Dagoretti North
95000,108.0,2.0,2.0, Dagoretti North
95000,3.0,3.0,2.0, Westlands
95000,3.0,3.0,3.0, Dagoretti North
95000,3.0,3.0,4.0, Dagoretti North
95000,4047.0,3.0,, Dagoretti North
95000,120.0,1.0,1.0, Westlands
95000,130.0,2.0,2.0, Westlands
95000,4.0,4.0,, Westlands
95000,3.0,3.0,3.0, Dagoretti North
95000,3.0,3.0,3.0, Dagoretti North
95000,3.0,3.0,3.0, Dagoretti North
95000,4.0,4.0,5.0, Dagoretti North
95000,170.0,3.0,3.0, Dagoretti North
95000,3.0,3.0,4.0, Dagoretti North
95000,3.0,3.0,, Dagoretti North
95000,3.0,3.0,, Dagoretti North
95000,2.0,2.0,2.0, Mombasa Road
95000,3.0,3.0,3.0, Dagoretti North
96000,4.0,4.0,2.0, Dagoretti North
98000,150.0,3.0,3.0, Dagoretti North
98000,3.0,3.0,3.0, Dagoretti North
98000,4.0,4.0,4.0, Westlands
98000,3.0,3.0,4.0, Dagoretti North
98000,3.0,3.0,3.0, Dagoretti North
98000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,2.0, Dagoretti North
100000,300.0,3.0,4.0, Dagoretti North
100000,14.0,2.0,2.0, Dagoretti North
100000,3.0,3.0,, Dagoretti North
100000,170.0,3.0,4.0, Dagoretti North
100000,230.0,3.0,4.0, Dagoretti North
100000,23.0,3.0,3.0, Westlands
100000,250.0,3.0,3.0, Dagoretti North
100000,120.0,1.0,1.0, Dagoretti North
100000,1.0,1.0,1.0, Dagoretti North
100000,5.0,5.0,6.0, Dagoretti North
100000,2.0,2.0,2.0, Dagoretti North
100000,3.0,3.0,4.0, Dagoretti North
100000,260.0,3.0,4.0, Dagoretti North
100000,3.0,3.0,4.0, Dagoretti North
100000,1.0,1.0,1.0, Westlands
100000,2700.0,3.0,4.0, Nyali
100000,4.0,4.0,, Westlands
100000,3.0,3.0,2.0, Dagoretti North
100000,3.0,3.0,3.0, Dagoretti North
100000,21780.0,3.0,3.0, Westlands
100000,4.0,4.0,3.0, Westlands
100000,3.0,3.0,2.0, Westlands
100000,180.0,3.0,4.0, Dagoretti North
100000,160.0,3.0,5.0, Dagoretti North
100000,260.0,3.0,4.0, Dagoretti North
100000,3.0,3.0,4.0, Dagoretti North
100000,1.0,1.0,1.0, Westlands
100000,4.0,4.0,, Westlands
100000,3.0,3.0,3.0, Westlands
100000,2.0,2.0,2.0, Westlands
100000,3.0,3.0,, Westlands
100000,3.0,3.0,, Westlands
100000,3.0,3.0,4.0, Westlands
100000,3.0,3.0,3.0, Dagoretti North
100000,2.0,2.0,2.0, Langata
100000,3.0,3.0,2.0, Dagoretti North
100000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,3.0, Dagoretti North
100000,2.0,2.0,3.0, Milimani
100000,3.0,3.0,, Westlands
100000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,3.0, Westlands
100000,3.0,3.0,2.0, Westlands
100000,4.0,4.0,3.0, Dagoretti North
100000,4.0,4.0,, Dagoretti North
100000,121.0,3.0,2.0, Milimani
100000,14.0,2.0,3.0, Dagoretti North
100000,1.0,1.0,1.0, Dagoretti North
100000,3.0,3.0,4.0, Dagoretti North
100000,4.0,4.0,3.0, Westlands
100000,3.0,3.0,2.0, Westlands
100000,2.0,2.0,, Dagoretti North
100000,2.0,2.0,1.0, Westlands
100000,4.0,4.0,4.0, Dagoretti North
100000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,2.0, Westlands
100000,3.0,3.0,2.0, Dagoretti North
100000,4.0,4.0,4.0, Dagoretti North
100000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,, Westlands
100000,2.0,2.0,2.0, Westlands
100000,158.0,3.0,, Dagoretti North
100000,2500.0,2.0,2.0, Nyali
100000,124.0,2.0,3.0, Dagoretti North
100000,3.0,3.0,2.0, Westlands
100000,2.0,2.0,3.0, Dagoretti North
100000,3.0,3.0,3.0, Westlands
100000,2.0,2.0,, Westlands
100000,2.0,2.0,2.0, Westlands
100000,2.0,2.0,2.0, Westlands
100000,1.0,1.0,1.0, Dagoretti North
100000,186.0,3.0,3.0, Westlands
100000,2.0,2.0,2.0, Westlands
100000,3.0,3.0,2.0, Dagoretti North
100000,3.0,3.0,4.0, Dagoretti North
100000,3.0,3.0,3.0, Westlands
100000,3.0,3.0,, Westlands
100000,2.0,2.0,3.0, Dagoretti North
100000,3.0,3.0,2.0, Westlands
100000,120.0,1.0,2.0, Westlands
100000,2.0,2.0,1.0, Westlands
100000,4.0,4.0,4.0, Westlands
100000,3.0,3.0,, Westlands
100000,2.0,2.0,, Westlands
100000,2.0,2.0,, Dagoretti North
100000,3.0,3.0,3.0, Westlands
100000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,3.0, Westlands
100000,3.0,3.0,3.0, Kisauni
100000,4.0,4.0,4.0, Westlands
100000,120.0,2.0,, Westlands
100000,2.0,2.0,, Thika Road
100000,3.0,3.0,2.0, Dagoretti North
100000,2024.0,3.0,3.0, Dagoretti North
100000,1.0,1.0,1.0, Dagoretti North
100000,2.0,2.0,2.0, Dagoretti North
100000,1.0,1.0,1.0, Dagoretti North
100000,23.0,3.0,3.0, Dagoretti North
100000,12.0,2.0,2.0, Dagoretti North
100000,3.0,3.0,3.0, Westlands
100000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,3.0, Westlands
100000,2.0,2.0,2.0, Westlands
100000,3.0,3.0,2.0, Dagoretti North
100000,3.0,3.0,, Westlands
100000,2480.0,3.0,4.0, Nyali
100000,1.0,1.0,2.0, Westlands
100000,1.0,1.0,1.0, Dagoretti North
100000,160.0,3.0,4.0, Dagoretti North
100000,4.0,4.0,4.0, Nyali
100000,3.0,3.0,3.0, Westlands
100000,3.0,3.0,3.0, Dagoretti North
100000,3.0,3.0,2.0, Westlands
100000,3.0,3.0,4.0, Dagoretti North
100000,2.0,2.0,, Westlands
100000,1.0,1.0,, Westlands
100000,1.0,1.0,1.0, Dagoretti North
100000,2.0,2.0,, Dagoretti North
100000,2.0,2.0,, Dagoretti North
100000,3.0,3.0,, Dagoretti North
100000,1.0,1.0,1.0, Westlands
100000,2.0,2.0,2.0, Dagoretti North
100000,3.0,3.0,3.0, Dagoretti North
100000,4.0,4.0,4.0, Dagoretti North
100000,3.0,3.0,2.0, Dagoretti North
100000,186.0,4.0,4.0, Dagoretti North
100000,3.0,3.0,3.0, Westlands
100000,1.0,1.0,, Westlands
100000,3.0,3.0,4.0, Dagoretti North
102000,3.0,3.0,2.0, Dagoretti North
105000,86.0,1.0,2.0, Dagoretti North
105000,2.0,2.0,2.0, Dagoretti North
105000,1.0,1.0,1.0, Westlands
110000,2.0,2.0,2.0, Westlands
110000,3.0,3.0,, Dagoretti North
110000,3.0,3.0,4.0, Westlands
110000,3.0,3.0,3.0, Dagoretti North
110000,167.0,1.0,2.0, Westlands
110000,3.0,3.0,2.0, Dagoretti North
110000,90.0,1.0,1.0, Dagoretti North
110000,220.0,3.0,3.0, Dagoretti North
110000,2500.0,3.0,3.0, Dagoretti North
110000,3.0,3.0,4.0, Westlands
110000,3.0,3.0,2.0, Dagoretti North
110000,3.0,3.0,3.0, Dagoretti North
110000,3.0,3.0,3.0, Dagoretti North
110000,3.0,3.0,4.0, Dagoretti North
110000,3.0,3.0,, Muthaiga
110000,4.0,4.0,3.0, Roysambu
110000,2.0,2.0,2.0, Westlands
110000,3.0,3.0,3.0, Westlands
110000,22.0,3.0,3.0, Westlands
110000,150.0,3.0,4.0, Dagoretti North
110000,3.0,3.0,3.0, Westlands
110000,3.0,3.0,4.0, Dagoretti North
110000,4.0,4.0,, Westlands
110000,1.0,1.0,1.0, Dagoretti North
110000,3.0,3.0,3.0, Westlands
110000,2.0,2.0,2.0, Dagoretti North
110000,90.0,1.0,1.0, Westlands
110000,3.0,3.0,3.0, Dagoretti North
110000,167.0,2.0,2.0, Dagoretti North
110000,3.0,3.0,3.0, Dagoretti North
110000,4.0,4.0,3.0, Westlands
110000,3.0,3.0,3.0, Westlands
110000,1.0,1.0,1.0, Dagoretti North
110000,1.0,1.0,2.0, Westlands
110000,6.0,6.0,6.0, Ngong Road
110000,3.0,3.0,, Westlands
110000,2025.0,3.0,3.0, Langata
110000,3.0,3.0,4.0, Dagoretti North
110000,4.0,4.0,3.0, Dagoretti North
110000,3.0,3.0,4.0, Dagoretti North
110000,91.0,2.0,2.0, Westlands
110000,1.0,1.0,1.0, Westlands
110000,3.0,3.0,4.0, Westlands
110000,3.0,3.0,3.0, Dagoretti North
110000,418.0,3.0,3.0, Westlands
110000,2.0,2.0,2.0, Westlands
110000,180.0,3.0,4.0, Dagoretti North
110000,175.0,3.0,4.0, Westlands
110000,160.0,3.0,4.0, Westlands
110000,242.0,3.0,, Westlands
110000,200.0,3.0,3.0, Westlands
110000,3.0,3.0,, Dagoretti North
110000,250.0,4.0,, Dagoretti North
110000,220.0,3.0,3.0, Dagoretti North
110000,140.0,2.0,2.0, Dagoretti North
110000,4.0,4.0,3.0, Dagoretti North
110000,3.0,3.0,3.0, Dagoretti North
110000,3.0,3.0,4.0, Dagoretti North
110000,4.0,4.0,3.0, Westlands
110000,3.0,3.0,2.0, Dagoretti North
110000,1.0,1.0,, Westlands
110000,3.0,3.0,2.0, Westlands
110000,3.0,3.0,2.0, Dagoretti North
110000,1.0,1.0,2.0, Westlands
110000,1842.0,3.0,2.0, Nyali
110000,3.0,3.0,3.0, Dagoretti North
110000,2.0,2.0,2.0, Dagoretti North
110000,3.0,3.0,5.0, Dagoretti North
110000,4.0,4.0,4.0, Westlands
110000,3.0,3.0,2.0, Westlands
110000,1.0,1.0,1.0, Dagoretti North
110000,163.0,1.0,1.0, Westlands
110000,180.0,2.0,3.0, Westlands
110000,170.0,2.0,3.0, Westlands
110000,1.0,1.0,1.0, Westlands
110000,3.0,3.0,4.0, Westlands
110000,3.0,3.0,2.0, Dagoretti North
110000,2.0,2.0,2.0, Dagoretti North
110000,3.0,3.0,4.0, Westlands
110000,3.0,3.0,2.0, Dagoretti North
112000,3.0,3.0,3.0, Dagoretti North
112500,210.0,3.0,3.0, Westlands
115000,3.0,3.0,3.0, Westlands
115000,223.0,3.0,3.0, Dagoretti North
115000,3.0,3.0,2.0, Westlands
115000,3.0,3.0,3.0, Westlands
115000,3.0,3.0,2.0, Westlands
115000,2.0,2.0,, Westlands
115000,4.0,4.0,, Westlands
115000,3.0,3.0,4.0, Dagoretti North
115000,3.0,3.0,, Westlands
115000,19.0,1.0,, Dagoretti North
115000,3.0,3.0,3.0, Westlands
115000,3.0,3.0,4.0, Dagoretti North
115000,3.0,3.0,2.0, Dagoretti North
115000,2.0,2.0,2.0, Dagoretti North
115000,3.0,3.0,3.0, Westlands
115000,3.0,3.0,3.0, Westlands
115000,3.0,3.0,3.0, Westlands
115000,3.0,3.0,4.0, Dagoretti North
115000,220.0,3.0,3.0, Dagoretti North
115000,3.0,3.0,, Dagoretti North
115000,4.0,4.0,5.0, Dagoretti North
115000,3.0,3.0,3.0, Westlands
115000,3.0,3.0,3.0, Westlands
115000,3.0,3.0,3.0, Westlands
115000,100.0,1.0,1.0, Dagoretti North
115000,223.0,3.0,4.0, Dagoretti North
118000,3.0,3.0,3.0, Dagoretti North
120000,3.0,3.0,2.0, Westlands
120000,3.0,3.0,2.0, Westlands
120000,2.0,2.0,2.0, Dagoretti North
120000,3.0,3.0,3.0, Westlands
120000,3.0,3.0,3.0, Dagoretti North
120000,3.0,3.0,, Dagoretti North
120000,279.0,4.0,4.0, Westlands
120000,1.0,1.0,1.0, Dagoretti North
120000,3.0,3.0,2.0, Dagoretti North
120000,4.0,4.0,3.0, Dagoretti North
120000,3.0,3.0,3.0, Westlands
120000,2.0,2.0,3.0, Dagoretti North
120000,3.0,3.0,5.0, Dagoretti North
120000,3.0,3.0,3.0, Westlands
120000,223.0,3.0,, Westlands
120000,2.0,2.0,, Dagoretti North
120000,2430.0,3.0,3.0, Mombasa CBD
120000,3.0,3.0,3.0, Westlands
120000,300.0,4.0,4.0, Westlands
120000,4.0,4.0,, Westlands
120000,2500.0,3.0,4.0, Dagoretti North
120000,196.0,3.0,4.0, Dagoretti North
120000,3.0,3.0,3.0, Westlands
120000,3.0,3.0,3.0, Westlands
120000,200.0,3.0,3.0, Westlands
120000,2000.0,3.0,4.0, Westlands
120000,3.0,3.0,3.0, Westlands
120000,3.0,3.0,4.0, Dagoretti North
120000,2.0,2.0,, Dagoretti North
120000,4.0,4.0,2.0, Westlands
120000,1.0,1.0,2.0, Westlands
120000,3.0,3.0,3.0, Westlands
120000,3.0,3.0,3.0, Dagoretti North
120000,204.0,3.0,3.0, Westlands
120000,2500.0,3.0,3.0, Westlands
120000,186.0,3.0,3.0, Dagoretti North
120000,8.0,1.0,1.0, Dagoretti North
120000,1.0,1.0,1.0, Dagoretti North
120000,3.0,3.0,3.0, Dagoretti North
120000,4.0,4.0,2.0, Dagoretti North
120000,3.0,3.0,2.0, Dagoretti North
120000,2.0,2.0,2.0, Dagoretti North
120000,3.0,3.0,2.0, Westlands
120000,3.0,3.0,2.0, Westlands
120000,3.0,3.0,2.0, Westlands
120000,181.0,3.0,3.0, Dagoretti North
120000,3.0,3.0,, Dagoretti North
120000,4.0,4.0,4.0, Westlands
120000,4.0,4.0,3.0, Dagoretti North
120000,1.0,1.0,1.0, Westlands
120000,186.0,3.0,, Westlands
120000,3.0,3.0,3.0, Dagoretti North
120000,2.0,2.0,, Westlands
120000,3.0,3.0,3.0, Roysambu
120000,3.0,3.0,3.0, Westlands
120000,2940.0,3.0,4.0, Nyali
120000,3.0,3.0,2.0, Dagoretti North
120000,3.0,3.0,3.0, Westlands
120000,3.0,3.0,3.0, Westlands
120000,1.0,1.0,1.0, Westlands
120000,4.0,4.0,3.0, Dagoretti North
120000,186.0,3.0,, Westlands
120000,2.0,2.0,, Dagoretti North
120000,3.0,3.0,, Dagoretti North
120000,240.0,3.0,4.0, Westlands
120000,2500.0,3.0,4.0, Westlands
120000,3.0,3.0,4.0, Dagoretti North
120000,1.0,1.0,, Dagoretti North
120000,3.0,3.0,, Dagoretti North
120000,3.0,3.0,3.0, Dagoretti North
120000,3.0,3.0,3.0, Dagoretti North
120000,3.0,3.0,4.0, Dagoretti North
120000,3.0,3.0,3.0, Westlands
120000,90.0,1.0,1.0, Westlands
120000,200.0,4.0,5.0, Westlands
120000,2.0,2.0,2.0, Westlands
120000,3.0,3.0,3.0, Dagoretti North
120000,3.0,3.0,3.0, Dagoretti North
120000,2.0,2.0,2.0, Westlands
120000,12.0,2.0,2.0, Dagoretti North
120000,23.0,3.0,4.0, Dagoretti North
120000,4.0,4.0,4.0, Dagoretti North
120000,3.0,3.0,4.0, Dagoretti North
120000,3.0,3.0,3.0, Dagoretti North
120000,1.0,1.0,1.0, Westlands
120000,3.0,3.0,2.0, Westlands
120000,2.0,2.0,3.0, Dagoretti North
120000,150.0,4.0,3.0, Westlands
120000,2860.0,3.0,4.0, Nyali
120000,3.0,3.0,2.0, Dagoretti North
120000,150.0,3.0,3.0, Dagoretti North
120000,138.0,3.0,4.0, Dagoretti North
120000,2.0,2.0,, Dagoretti North
120000,3.0,3.0,3.0, Dagoretti North
120000,3.0,3.0,2.0, Dagoretti North
120000,3.0,3.0,3.0, Dagoretti North
120000,3.0,3.0,, Dagoretti North
120000,2.0,2.0,2.0, Dagoretti North
120000,1500.0,2.0,2.0, Westlands
120000,1500.0,2.0,2.0, Westlands
120000,2.0,2.0,2.0, Westlands
120000,20000.0,1.0,1.0, Westlands
120000,3.0,3.0,3.0, Westlands
120000,2.0,2.0,, Dagoretti North
120000,3.0,3.0,, Dagoretti North
120000,230.0,3.0,, Westlands
120000,3.0,3.0,3.0, Nyali
120000,4.0,4.0,, Dagoretti North
120000,1800.0,3.0,4.0, Dagoretti North
120000,186.0,3.0,, Westlands
120000,3.0,3.0,4.0, Westlands
120000,1.0,1.0,, Dagoretti North
120000,4.0,4.0,, Westlands
120000,4.0,4.0,4.0, Westlands
120000,2.0,2.0,2.0, Dagoretti North
120000,2.0,2.0,2.0, Langata
120000,2.0,2.0,2.0, Westlands
122000,3.0,3.0,4.0, Westlands
123000,3.0,3.0,, Westlands
125000,3.0,3.0,, Westlands
125000,3.0,3.0,3.0, Westlands
125000,168.0,3.0,4.0, Dagoretti North
125000,3.0,3.0,4.0, Westlands
125000,2.0,2.0,, Dagoretti North
125000,227.0,3.0,4.0, Dagoretti North
125000,3.0,3.0,3.0, Dagoretti North
125000,3.0,3.0,3.0, Westlands
125000,2.0,2.0,2.0, Dagoretti North
125000,2.0,2.0,2.0, Dagoretti North
